iter	Passed	Remaining
420	1632	2245
421	1636	2240
422	1639	2236
423	1642	2231
424	1646	2227
425	1649	2222
426	1653	2218
427	1656	2213
428	1659	2208
429	1662	2204
430	1666	2200
431	1670	2195
432	1673	2190
433	1676	2186
434	1679	2181
435	1683	2177
436	1686	2172
437	1689	2167
438	1693	2164
439	1696	2159
440	1700	2155
441	1703	2150
442	1706	2145
443	1709	2140
444	1712	2135
445	1715	2130
446	1718	2126
447	1721	2121
448	1725	2117
449	1728	2112
450	1732	2108
451	1735	2104
452	1739	2100
453	1743	2096
454	1746	2091
455	1750	2088
456	1753	2083
457	1757	2079
458	1761	2076
459	1764	2071
460	1768	2067
461	1771	2062
462	1774	2058
463	1778	2054
464	1781	2050
465	1784	2045
466	1787	2040
467	1790	2035
468	1794	2031
469	1798	2028
470	1802	2024
471	1805	2019
472	1808	2015
473	1812	2011
474	1815	2006
475	1818	2001
476	1821	1996
477	1825	1993
478	1827	1988
479	1831	1984
480	1834	1979
481	1838	1975
482	1843	1973
483	1846	1968
484	1849	1964
485	1853	1959
486	1856	1955
487	1859	1951
488	1863	1946
489	1867	1943
490	1870	1939
491	1873	1934
492	1876	1930
493	1880	1926
494	1883	1921
495	1886	1917
496	1890	1913
497	1893	1908
498	1897	1905
499	1900	1900
500	1903	1895
501	1907	1892
502	1909	1887
503	1914	1884
504	1917	1879
505	1920	1875
506	1923	1870
507	1926	1866
508	1929	1860
509	1932	1856
510	1934	1851
511	1937	1846
512	1940	1842
513	1943	1837
514	1946	1832
515	1949	1828
516	1953	1824
517	1955	1819
518	1957	1814
519	1960	1809
520	1963	1804
521	1965	1799
522	1969	1795
523	1972	1791
524	1975	1787
525	1979	1783
526	1982	1778
527	1984	1774
528	1988	1770
529	1990	1765
530	1992	1760
531	1996	1756
532	1999	1751
533	2001	1746
534	2004	1742
535	2007	1737
536	2010	1733
537	2013	1729
538	2016	1724
539	2018	1719
540	2021	1714
541	2023	1710
542	2026	1705
543	2029	1700
544	2032	1696
545	2035	1692
546	2038	1688
547	2040	1683
548	2043	1678
549	2045	1673
550	2048	1668
551	2050	1664
552	2053	1659
553	2055	1654
554	2058	1650
555	2061	1646
556	2064	1641
557	2066	1637
558	2069	1632
559	2072	1628
560	2075	1624
561	2078	1620
562	2082	1616
563	2085	1612
564	2088	1607
565	2091	1603
566	2094	1599
567	2097	1595
568	2101	1592
569	2104	1587
570	2107	1583
571	2110	1579
572	2113	1575
573	2116	1570
574	2119	1566
575	2123	1562
576	2126	1558
577	2129	1554
578	2133	1551
579	2135	1546
580	2138	1541
581	2141	1538
582	2145	1534
583	2148	1530
584	2151	1526
585	2154	1522
586	2158	1518
587	2161	1514
588	2164	1510
589	2167	1505
590	2169	1501
591	2172	1497
592	2174	1492
593	2177	1488
594	2180	1484
595	2183	1479
596	2186	1476
597	2192	1473
598	2195	1469
599	2197	1465
600	2199	1460
601	2201	1455
602	2204	1451
603	2207	1447
604	2210	1443
605	2213	1439
606	2216	1435
607	2219	1430
608	2222	1426
609	2224	1422
610	2226	1417
611	2229	1413
612	2232	1409
613	2235	1405
614	2238	1401
615	2242	1397
616	2245	1393
617	2248	1389
618	2251	1385
619	2253	1381
620	2256	1377
621	2260	1373
622	2262	1369
623	2265	1365
624	2268	1361
625	2272	1357
626	2275	1353
627	2278	1349
628	2280	1345
629	2283	1341
630	2286	1336
631	2288	1332
632	2291	1328
633	2294	1324
634	2297	1320
635	2300	1316
636	2304	1313
637	2307	1309
638	2310	1305
639	2312	1300
640	2315	1296
641	2317	1292
642	2321	1288
643	2324	1284
644	2327	1280
645	2330	1277
646	2333	1273
647	2337	1269
648	2340	1265
649	2343	1261
650	2345	1257
651	2348	1253
652	2351	1249
653	2354	1245
654	2357	1241
655	2360	1237
656	2363	1233
657	2366	1229
658	2369	1225
659	2372	1222
660	2375	1218
661	2378	1214
662	2381	1210
663	2385	1206
664	2387	1202
665	2390	1199
666	2393	1195
667	2396	1191
668	2399	1187
669	2402	1183
670	2405	1179
671	2408	1175
672	2411	1171
673	2413	1167
674	2416	1163
675	2419	1159
676	2423	1156
677	2425	1152
678	2428	1148
679	2431	1144
680	2434	1140
681	2436	1136
682	2439	1132
683	2442	1128
684	2445	1124
685	2448	1120
686	2451	1117
687	2455	1113
688	2458	1109
689	2460	1105
690	2464	1101
691	2467	1098
692	2469	1094
693	2472	1090
694	2474	1086
695	2477	1082
696	2479	1078
697	2484	1074
698	2487	1071
699	2490	1067
700	2493	1063
701	2496	1059
702	2499	1056
703	2502	1052
704	2505	1048
705	2507	1044
706	2511	1040
707	2514	1036
708	2517	1033
709	2520	1029
710	2523	1025
711	2527	1022
712	2530	1018
713	2532	1014
714	2534	1010
715	2537	1006
716	2540	1002
717	2542	998
718	2545	994
719	2548	991
720	2551	987
721	2554	983
722	2556	979
723	2559	975
724	2561	971
725	2563	967
726	2566	963
727	2569	959
728	2571	955
729	2574	952
730	2577	948
731	2579	944
732	2583	940
733	2586	937
734	2588	933
735	2591	929
736	2593	925
737	2596	921
738	2598	917
739	2601	914
740	2604	910
741	2606	906
742	2609	902
743	2611	898
744	2614	895
745	2618	891
746	2620	887
747	2623	883
748	2626	880
749	2629	876
750	2632	872
751	2635	869
752	2637	865
753	2640	861
754	2642	857
755	2645	853
756	2648	850
757	2650	846
758	2652	842
759	2655	838
760	2657	834
761	2660	831
762	2663	827
763	2666	823
764	2669	819
765	2672	816
766	2674	812
767	2677	808
768	2681	805
769	2684	801
770	2686	798
771	2690	794
772	2692	790
773	2695	787
774	2698	783
775	2701	779
776	2705	776
777	2707	772
778	2710	769
779	2713	765
780	2716	761
781	2719	758
782	2722	754
783	2725	750
784	2728	747
785	2731	743
786	2735	740
787	2739	736
788	2742	733
789	2750	731
790	2753	727
791	2757	724
792	2760	720
793	2763	716
794	2766	713
795	2769	709
796	2772	706
797	2775	702
798	2777	698
799	2780	695
800	2783	691
801	2786	687
802	2788	684
803	2792	680
804	2795	677
805	2797	673
806	2800	669
807	2803	666
808	2806	662
809	2808	658
810	2811	655
811	2814	651
812	2817	648
813	2820	644
814	2824	641
815	2826	637
816	2829	633
817	2831	630
818	2835	626
819	2837	622
820	2839	619
821	2842	615
822	2845	611
823	2848	608
824	2851	604
825	2854	601
826	2857	597
827	2860	594
828	2863	590
829	2865	586
830	2868	583
831	2871	579
832	2874	576
833	2876	572
834	2880	569
835	2883	565
836	2886	562
837	2888	558
838	2891	554
839	2893	551
840	2896	547
841	2899	544
842	2902	540
843	2905	537
844	2909	533
845	2911	530
846	2915	526
847	2917	523
848	2920	519
849	2924	516
850	2927	512
851	2930	508
852	2933	505
853	2935	501
854	2940	498
855	2942	495
856	2946	491
857	2949	488
858	2952	484
859	2955	481
860	2959	477
861	2962	474
862	2965	470
863	2968	467
864	2971	463
865	2974	460
866	2977	456
867	2981	453
868	2984	449
869	2987	446
870	2990	442
871	2993	439
872	2997	436
873	3000	432
874	3004	429
875	3007	425
876	3009	422
877	3012	418
878	3016	415
879	3018	411
880	3021	408
881	3024	404
882	3028	401
883	3030	397
884	3034	394
885	3037	390
886	3040	387
887	3043	383
888	3046	380
889	3049	376
890	3053	373
891	3056	370
892	3059	366
893	3061	363
894	3064	359
895	3067	356
896	3071	352
897	3074	349
898	3078	345
899	3081	342
900	3085	338
901	3088	335
902	3091	332
903	3094	328
904	3097	325
905	3099	321
906	3104	318
907	3107	314
908	3110	311
909	3114	307
910	3116	304
911	3119	301
912	3123	297
913	3125	294
914	3128	290
915	3131	287
916	3134	283
917	3138	280
918	3141	276
919	3144	273
920	3147	269
921	3150	266
922	3153	263
923	3156	259
924	3160	256
925	3163	252
926	3166	249
927	3170	245
928	3173	242
929	3177	239
930	3179	235
931	3183	232
932	3198	229
933	3201	226
934	3204	222
935	3207	219
936	3210	215
937	3214	212
938	3217	209
939	3220	205
940	3224	202
941	3226	198
942	3230	195
943	3233	191
944	3236	188
945	3239	184
946	3243	181
947	3247	178
948	3250	174
949	3252	171
950	3254	167
951	3258	164
952	3261	160
953	3264	157
954	3267	153
955	3271	150
956	3273	147
957	3276	143
958	3279	140
959	3281	136
960	3284	133
961	3287	129
962	3289	126
963	3293	122
964	3296	119
965	3299	116
966	3302	112
967	3305	109
968	3307	105
969	3309	102
970	3312	98
971	3314	95
972	3317	92
973	3320	88
974	3323	85
975	3326	81
976	3330	78
977	3332	74
978	3335	71
979	3338	68
980	3342	64
981	3345	61
982	3348	57
983	3352	54
984	3356	51
985	3358	47
986	3362	44
987	3365	40
988	3368	37
989	3372	34
990	3375	30
991	3378	27
992	3381	23
993	3383	20
994	3386	17
995	3390	13
996	3393	10
997	3397	6
998	3402	3
999	3406	0
